datadatetime,id,name,Mon_h0,Mon_h1,Mon_h2,Mon_h3,Mon_h4,Mon_h5,Mon_h6,Mon_h7,Mon_h8,Mon_h9,Mon_h10,Mon_h11,Mon_h12,Mon_h13,Mon_h14,Mon_h15,Mon_h16,Mon_h17,Mon_h18,Mon_h19,Mon_h20,Mon_h21,Mon_h22,Mon_h23,Tue_h0,Tue_h1,Tue_h2,Tue_h3,Tue_h4,Tue_h5,Tue_h6,Tue_h7,Tue_h8,Tue_h9,Tue_h10,Tue_h11,Tue_h12,Tue_h13,Tue_h14,Tue_h15,Tue_h16,Tue_h17,Tue_h18,Tue_h19,Tue_h20,Tue_h21,Tue_h22,Tue_h23,Wed_h0,Wed_h1,Wed_h2,Wed_h3,Wed_h4,Wed_h5,Wed_h6,Wed_h7,Wed_h8,Wed_h9,Wed_h10,Wed_h11,Wed_h12,Wed_h13,Wed_h14,Wed_h15,Wed_h16,Wed_h17,Wed_h18,Wed_h19,Wed_h20,Wed_h21,Wed_h22,Wed_h23,Thu_h0,Thu_h1,Thu_h2,Thu_h3,Thu_h4,Thu_h5,Thu_h6,Thu_h7,Thu_h8,Thu_h9,Thu_h10,Thu_h11,Thu_h12,Thu_h13,Thu_h14,Thu_h15,Thu_h16,Thu_h17,Thu_h18,Thu_h19,Thu_h20,Thu_h21,Thu_h22,Thu_h23,Fri_h0,Fri_h1,Fri_h2,Fri_h3,Fri_h4,Fri_h5,Fri_h6,Fri_h7,Fri_h8,Fri_h9,Fri_h10,Fri_h11,Fri_h12,Fri_h13,Fri_h14,Fri_h15,Fri_h16,Fri_h17,Fri_h18,Fri_h19,Fri_h20,Fri_h21,Fri_h22,Fri_h23,Sat_h0,Sat_h1,Sat_h2,Sat_h3,Sat_h4,Sat_h5,Sat_h6,Sat_h7,Sat_h8,Sat_h9,Sat_h10,Sat_h11,Sat_h12,Sat_h13,Sat_h14,Sat_h15,Sat_h16,Sat_h17,Sat_h18,Sat_h19,Sat_h20,Sat_h21,Sat_h22,Sat_h23,Sun_h0,Sun_h1,Sun_h2,Sun_h3,Sun_h4,Sun_h5,Sun_h6,Sun_h7,Sun_h8,Sun_h9,Sun_h10,Sun_h11,Sun_h12,Sun_h13,Sun_h14,Sun_h15,Sun_h16,Sun_h17,Sun_h18,Sun_h19,Sun_h20,Sun_h21,Sun_h22,Sun_h23
2020-03-26T05:00:00Z,ChIJlVrAt9nFwoARsIhCc_AGd4c,Lincoln Park,0,0,0,0,0,0,0,0,0,19,25,31,36,43,49,56,60,59,51,37,23,0,0,0,0,0,0,0,0,0,0,0,0,29,36,41,43,46,55,68,79,79,65,45,28,0,0,0,0,0,0,0,0,0,0,0,0,29,38,47,54,61,67,73,76,71,59,43,28,0,0,0,0,0,0,0,0,0,0,0,0,29,37,45,49,51,52,56,69,86,97,92,71,0,0,0,0,0,0,0,0,0,0,0,0,27,34,41,47,53,58,62,61,57,50,43,35,0,0,0,0,0,0,0,0,0,0,0,0,32,50,70,86,97,100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22T04:00:00Z,ChIJLY1iIfm-woARTJ4oDF5Z4fo,Runyon Canyon North Entrance,0,0,0,0,0,1,5,12,22,34,46,57,61,60,53,42,29,19,11,5,2,0,0,0,0,0,0,0,0,0,3,9,17,27,38,46,50,49,42,33,23,14,8,4,2,0,0,0,0,0,0,0,0,0,3,10,21,32,37,42,48,52,50,42,31,21,12,7,3,1,0,0,0,0,0,0,0,1,3,6,11,19,29,38,43,43,39,38,57,28,7,3,2,1,0,0,0,0,0,0,2,4,9,17,28,40,49,53,53,53,56,53,39,21,9,3,1,0,0,0,0,0,0,1,1,3,13,38,74,92,85,81,90,100,97,82,59,37,21,10,5,3,1,0,0,0,0,0,0,6,18,42,70,89,89,74,65,76,94,94,68,35,12,3,0,0,0,0
2020-03-22T07:00:00Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,0,0,0,0,0,0,0,0,0,34,43,50,53,52,48,44,47,55,48,38,38,0,0,0,0,0,0,0,0,0,0,0,0,24,32,42,53,60,58,46,30,20,38,60,26,0,0,0,0,0,0,0,0,0,0,0,0,28,33,35,39,46,50,46,36,33,49,62,44,0,0,0,0,0,0,0,0,0,0,0,0,23,34,45,55,60,60,55,51,56,67,63,38,0,0,0,0,0,0,0,0,0,0,0,0,25,33,44,58,73,81,78,67,61,64,65,46,0,0,0,0,0,0,0,0,0,0,0,0,36,44,50,59,72,89,100,96,82,68,56,42,0,0,0,0,0,0,0,0,0,0,0,0,38,51,62,70,75,78,81,75,59,43,33,17,0,0
2020-03-22T07:00:00Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,0,0,0,0,2,13,31,41,36,33,35,34,33,42,56,69,74,70,59,44,28,16,7,2,0,0,0,1,6,18,36,47,42,32,27,32,42,53,62,68,70,67,59,48,36,24,15,8,4,1,0,0,6,20,35,41,36,31,30,31,32,40,55,72,83,82,70,51,32,16,7,1,0,0,0,0,7,21,37,44,38,30,31,36,42,54,70,85,91,88,75,57,38,22,11,4,0,0,0,4,9,17,25,32,36,35,31,28,31,47,72,95,100,81,52,31,30,35,26,10,1,0,1,0,2,5,9,14,19,24,27,29,30,32,35,39,41,38,33,30,31,28,21,10,3,0,0,0,0,0,3,8,13,18,21,22,21,21,22,23,23,21,18,14,11,8,5
2020-03-22T07:00:00Z,ChIJp3CqeRd-j4ARYI0i8e_kGKY,Mission Dolores Park,0,0,0,0,0,0,0,2,4,6,8,11,16,24,32,36,32,24,15,9,6,4,0,0,0,0,0,0,0,0,0,2,4,6,8,9,11,15,18,20,19,15,10,7,4,4,0,0,0,0,0,0,0,0,1,2,3,5,6,8,10,14,18,20,18,14,10,7,6,4,0,0,0,0,0,0,0,0,0,1,3,5,7,10,12,16,21,23,22,17,12,8,5,4,0,0,0,0,0,0,0,0,1,3,5,7,9,12,16,21,28,31,29,21,14,8,6,5,0,0,0,0,0,0,0,0,2,3,4,6,10,19,38,66,92,100,83,54,29,14,8,5,0,0,0,0,0,0,0,0,1,0,2,7,16,26,38,52,68,76,66,42,20,8,3,2,0,0
2020-03-26T05:00:00Z,ChIJqdUPZsnAwoARK02SOqchG8Q,Trader Joe's,0,0,0,0,0,0,0,0,0,32,44,55,63,66,64,60,61,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,55,62,65,65,65,66,68,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,40,45,48,48,49,54,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,50,56,58,56,51,54,69,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,52,60,64,64,64,67,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,62,69,74,78,85,94,96,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,80,91,95,94,92,95,100,92,0,0,0,0,0
2020-04-06T07:00:00Z,ChIJqdUPZsnAwoARK02SOqchG8Q,Trader Joe's,0,0,0,0,0,0,0,0,0,32,44,55,63,66,64,60,61,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,55,62,65,65,65,66,68,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,40,45,48,48,49,54,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,50,56,58,56,51,54,69,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,52,60,64,64,64,67,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,62,69,74,78,85,94,96,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26T05:00:00Z,ChIJrTt6BObAwoARvxX5VDDKFa8,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,31,43,53,58,56,50,46,48,50,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,46,51,50,45,39,35,34,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,42,43,37,33,33,35,32,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,51,53,47,40,39,42,41,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,53,54,49,44,44,48,44,32,17,0,0,0,0,0,0,0,0,0,0,0,0,26,44,63,76,78,76,81,87,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,80,97,94,91,100,93,58,0,0,0,0,0,0
2020-03-30T15:00:00Z,ChIJrTt6BObAwoARvxX5VDDKFa8,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,31,43,53,58,56,50,46,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,46,51,50,45,39,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,42,43,37,33,33,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,51,53,47,40,39,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,53,54,49,44,44,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,63,76,78,76,81,87,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,80,97,94,91,100,93,58,0,0,0,0,0,0
2020-04-06T07:00:00Z,ChIJrTt6BObAwoARvxX5VDDKFa8,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,31,43,53,58,56,50,46,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,46,51,50,45,39,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,42,43,37,33,33,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,51,53,47,40,39,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,53,54,49,44,44,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,63,76,78,76,81,87,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22T04:00:00Z,ChIJsXqcyjy5woARNz6sOh0ZmwA,Los Angeles County Museum of Art,0,0,0,0,0,0,0,0,0,0,0,32,46,58,61,53,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,45,46,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,46,48,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,46,49,51,51,48,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,67,83,94,100,98,90,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,49,62,71,76,75,66,52,0,0,0,0,0
2020-03-22T07:00:00Z,ChIJt3HwrOJ9j4ARbW6uAcmhz7I,Twin Peaks,0,0,0,0,0,1,1,4,9,15,22,27,32,37,42,46,48,46,42,36,29,23,17,12,0,0,0,0,0,1,1,4,9,15,19,22,22,23,26,32,36,34,27,20,18,20,22,20,0,0,0,0,0,0,1,4,7,11,16,21,26,30,33,34,34,33,30,27,23,19,15,10,0,0,0,0,0,1,0,3,7,13,18,22,26,30,36,40,41,38,34,30,26,23,18,14,0,0,0,0,0,1,1,2,8,16,25,33,38,40,42,45,47,46,39,32,29,30,31,29,0,0,0,0,0,3,2,4,10,21,36,52,64,72,81,93,100,93,75,58,47,40,35,29,0,0,0,0,0,0,2,6,13,22,32,42,51,59,68,80,87,81,64,46,34,27,23,18
2020-03-22T07:00:00Z,ChIJtyRV5LCAj4AR07w1T1ZHdPo,12th St / Oakland,1,0,0,0,1,6,15,26,36,44,53,63,69,67,61,57,54,52,45,35,24,14,6,1,0,0,0,0,2,8,17,29,42,54,64,71,75,76,74,69,60,50,39,28,19,11,6,2,0,0,0,0,1,5,13,23,37,52,65,74,79,79,76,73,67,60,50,38,25,15,7,1,0,0,0,0,0,5,15,30,48,66,80,90,97,100,97,90,78,64,49,37,26,17,10,5,2,0,0,0,2,6,16,31,51,69,82,88,91,91,90,85,77,66,54,42,32,23,16,10,6,3,1,0,0,1,4,10,19,29,39,47,51,52,50,48,44,39,34,28,25,22,19,15,11,6,3,0,0,1,2,5,12,19,25,26,26,25,27,27,27,24,19,14,9,6,3,2
2020-03-22T03:00:00Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,0,0,0,0,0,5,11,16,20,21,20,21,22,22,22,20,17,14,10,7,3,0,0,0,0,0,0,0,0,8,13,12,14,18,21,20,19,19,19,18,15,12,8,5,3,0,0,0,0,0,0,0,0,5,8,12,15,18,20,21,22,23,23,21,18,14,10,6,3,0,0,0,0,0,0,0,0,7,13,19,22,22,19,18,18,19,20,20,18,14,11,7,4,0,0,0,0,0,0,0,0,6,13,20,26,29,28,25,22,21,23,24,24,22,19,14,9,0,0,0,0,0,0,0,0,5,18,44,77,98,98,92,92,95,95,86,70,52,35,20,11,0,0,0,0,0,0,0,0,21,40,51,62,80,95,100,94,82,66,50,34,22,12,6,2,0,0
2020-03-22T03:00:00Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,0,0,0,0,0,0,0,0,30,46,63,75,79,74,65,61,65,67,54,31,0,0,0,0,0,0,0,0,0,0,0,0,30,44,58,67,70,65,57,51,49,47,38,24,0,0,0,0,0,0,0,0,0,0,0,0,22,33,44,53,56,54,47,40,40,45,41,23,0,0,0,0,0,0,0,0,0,0,0,0,29,44,58,68,70,65,55,51,56,62,54,32,0,0,0,0,0,0,0,0,0,0,0,0,33,47,61,70,73,69,62,56,60,66,59,35,0,0,0,0,0,0,0,0,0,0,0,0,39,58,76,87,90,88,92,97,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,83,95,97,97,100,96,72,0,0,0,0,0,0
2020-03-30T15:00:00Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,46,63,75,79,74,65,61,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,67,70,65,57,51,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,53,56,54,47,40,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,68,70,65,55,51,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,70,73,69,62,56,60,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,76,87,90,88,92,97,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,95,97,97,100,96,72,0,0,0,0,0,0
2020-04-06T07:00:00Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,46,63,75,79,74,65,61,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,67,70,65,57,51,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,53,56,54,47,40,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,68,70,65,55,51,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,70,73,69,62,56,60,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,76,87,90,88,92,97,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24T18:00:00Z,ChIJxRCJY4B-hYAR8pED77RBzRY,Berkeley Bowl,0,0,0,0,0,0,0,0,0,23,36,49,59,63,60,57,63,75,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,53,59,61,58,57,62,68,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,38,45,47,44,41,44,52,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,40,44,45,42,39,42,53,54,34,0,0,0,0,0,0,0,0,0,0,0,0,0,31,42,51,58,60,59,58,64,73,69,45,0,0,0,0,0,0,0,0,0,0,0,0,0,35,54,71,81,81,80,86,96,93,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,75,96,100,89,85,100,98,59,0,0,0,0,0
2020-03-22T07:00:00Z,ChIJY_dFYHKHhYARMKc772iLvnE,Golden Gate Park,0,0,0,0,1,0,1,3,8,15,24,32,38,42,43,39,31,20,12,7,4,3,2,1,0,0,0,1,0,0,2,5,9,15,22,29,34,35,34,29,24,18,14,10,6,4,2,1,0,0,1,1,0,0,2,5,9,14,21,27,33,37,36,32,24,18,14,12,10,7,4,2,0,0,1,1,0,1,2,5,9,14,21,27,33,36,36,33,28,23,22,27,30,23,11,3,0,1,1,1,1,0,1,4,9,18,27,36,41,44,46,43,34,23,16,15,15,14,10,6,2,0,0,1,1,1,0,2,8,22,43,66,82,92,100,98,74,40,20,17,19,19,16,10,5,2,0,1,0,2,4,10,19,30,43,58,74,87,88,76,56,36,21,12,7,4,2,1
2020-03-26T05:00:00Z,ChIJYa9Pxlbd3IARpbubX7xROaQ,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,42,60,72,72,63,57,62,70,65,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,60,63,59,53,51,53,48,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,52,49,41,37,41,46,43,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,67,66,57,51,54,61,57,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,68,72,68,62,62,68,68,50,26,0,0,0,0,0,0,0,0,0,0,0,0,34,54,74,88,91,87,90,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,77,95,93,84,92,100,71,0,0,0,0,0,0
2020-03-30T15:00:00Z,ChIJYa9Pxlbd3IARpbubX7xROaQ,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,42,60,72,72,63,57,62,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,60,63,59,53,51,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,52,49,41,37,41,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,67,66,57,51,54,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,68,72,68,62,62,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,54,74,88,91,87,90,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,77,95,93,84,92,100,71,0,0,0,0,0,0
2020-04-06T07:00:00Z,ChIJYa9Pxlbd3IARpbubX7xROaQ,Costco Wholesale,0,0,0,0,0,0,0,0,0,0,42,60,72,72,63,57,62,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,60,63,59,53,51,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,52,49,41,37,41,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,67,66,57,51,54,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,68,72,68,62,62,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,54,74,88,91,87,90,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21T07:00:00Z,ChIJywjU6WG_woAR3NrWwrEH_3M,Griffith Observatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,48,52,52,47,41,36,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,42,48,50,46,40,36,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,46,50,55,56,49,39,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49,52,55,59,60,54,43,45,30,0,0,0,0,0,0,0,0,0,0,0,0,38,56,69,72,74,82,95,100,87,74,68,41,0,0,0,0,0,0,0,0,0,0,0,0,38,56,67,67,66,73,81,79,68,55,41,24,0,0
2020-03-21T07:00:00Z,ChIJz7SQuzfHwoAREE6nSE8ZMmo,Los Angeles Union Station,10,5,2,2,12,22,35,48,55,53,45,37,36,45,62,79,88,84,70,51,35,23,15,11,7,5,4,6,12,23,37,49,55,51,41,31,30,39,59,80,93,90,73,51,33,23,20,17,13,7,4,6,14,24,35,46,51,50,43,35,31,37,54,75,88,84,69,51,37,28,20,13,7,4,4,7,11,21,35,49,57,56,47,37,33,40,58,79,94,95,82,63,45,31,21,13,7,3,3,5,13,24,38,51,58,56,47,39,39,50,69,88,100,99,87,71,55,42,31,22,14,8,6,7,2,5,12,24,38,49,52,50,51,58,65,63,56,50,48,49,48,43,35,26,17,10,5,3,3,7,12,19,26,31,35,38,44,52,57,57,51,43,38,37,37,34,28,19
