datadatetime,id,name,current_popularity,dayofweek,hourofday,exppopularity
2020-03-22T03:01:38Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sat,20,0
2020-03-22T04:01:34Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sat,21,0
2020-03-22T05:01:46Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,6,0
2020-03-22T14:30:50Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,7,0
2020-03-22T15:30:58Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,8,0
2020-03-22T16:31:17Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,9,0
2020-03-22T17:31:14Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,58,Sun,10,46
2020-03-22T18:31:06Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,54,Sun,11,71
2020-03-22T19:31:09Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,51,Sun,12,86
2020-03-22T20:31:22Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,49,Sun,13,90
2020-03-22T21:32:10Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,49,Sun,14,95
2020-03-22T22:31:08Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,48,Sun,15,100
2020-03-22T23:31:29Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,33,Sun,16,86
2020-03-23T00:30:59Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,17,Sun,17,53
2020-03-23T01:30:56Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,18,0
2020-03-23T02:30:58Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,19,0
2020-03-23T03:30:59Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,20,0
2020-03-23T04:30:52Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,21,0
2020-03-23T05:30:41Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,0,0
2020-03-23T08:30:54Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,2,0
2020-03-23T10:30:50Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,3,0
2020-03-23T11:30:43Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,6,0
2020-03-23T14:30:55Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,7,0
2020-03-23T15:30:59Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,8,0
2020-03-23T16:31:32Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,9,0
2020-03-23T17:31:17Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,47,Mon,10,30
2020-03-23T18:31:23Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,48,Mon,11,45
2020-03-23T19:31:34Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,49,Mon,12,56
2020-03-23T20:31:17Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,41,Mon,13,58
2020-03-23T21:31:04Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,35,Mon,14,52
2020-03-23T22:31:09Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,36,Mon,15,46
2020-03-23T23:31:18Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,38,Mon,16,49
2020-03-24T00:30:59Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,40,Mon,17,56
2020-03-24T01:31:04Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,34,Mon,18,55
2020-03-24T02:30:54Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,21,Mon,19,40
2020-03-24T03:31:18Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,15,Mon,20,21
2020-03-24T04:30:48Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,21,0
2020-03-24T05:31:00Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,6,0
2020-03-24T14:31:15Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,7,0
2020-03-24T15:31:25Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,8,0
2020-03-24T16:34:14Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,9,0
2020-03-24T17:31:15Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,53,Tue,10,30
2020-03-24T18:31:28Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,46,Tue,11,43
2020-03-24T19:31:31Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,43,Tue,12,50
2020-03-24T20:31:26Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,44,Tue,13,50
2020-03-24T21:31:39Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,39,Tue,14,46
2020-03-24T22:30:55Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,38,Tue,15,44
2020-03-24T23:31:19Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,37,Tue,16,45
2020-03-25T00:31:32Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,37,Tue,17,46
2020-03-25T01:31:23Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,31,Tue,18,39
2020-03-25T02:31:11Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,22,Tue,19,27
2020-03-25T03:30:47Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,12,Tue,20,14
2020-03-25T04:30:49Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,21,0
2020-03-25T05:30:47Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,6,0
2020-03-25T14:31:07Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,7,0
2020-03-25T15:30:49Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,8,0
2020-03-25T16:30:57Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,0,Wed,9,0
2020-03-25T17:31:11Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,34,Wed,10,21
2020-03-25T18:31:40Z,ChIJ-10QkkO2woARiRXgX24o-Ms,Costco Wholesale,42,Wed,11,30
2020-03-21T07:01:32Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,0,0
2020-03-21T08:01:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,1,0
2020-03-21T09:01:22Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,2,0
2020-03-21T10:01:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,3,0
2020-03-21T11:01:22Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,4,0
2020-03-21T12:01:29Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,5,0
2020-03-21T13:01:42Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,9,Sat,6,9
2020-03-21T14:02:16Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Sat,7,18
2020-03-21T15:01:23Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,17,Sat,8,30
2020-03-21T16:01:25Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,23,Sat,9,42
2020-03-21T17:01:24Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,31,Sat,10,52
2020-03-21T18:01:35Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,44,Sat,11,59
2020-03-21T19:01:25Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,56,Sat,12,66
2020-03-21T20:02:39Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,73,Sat,13,74
2020-03-21T21:01:35Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,83,Sat,14,85
2020-03-21T22:01:27Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,96,Sat,15,96
2020-03-21T23:01:26Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,107,Sat,16,100
2020-03-22T00:01:28Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,97,Sat,17,94
2020-03-22T01:01:34Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,76,Sat,18,81
2020-03-22T02:01:21Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,65,Sat,19,67
2020-03-22T03:01:38Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,43,Sat,20,55
2020-03-22T04:01:34Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Sat,21,45
2020-03-22T05:01:46Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,7,Sun,6,9
2020-03-22T14:30:50Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,11,Sun,7,18
2020-03-22T15:30:58Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,18,Sun,8,29
2020-03-22T16:31:17Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,23,Sun,9,39
2020-03-22T17:31:14Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,28,Sun,10,47
2020-03-22T18:31:06Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,40,Sun,11,50
2020-03-22T19:31:09Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,52,Sun,12,52
2020-03-22T20:31:22Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,64,Sun,13,57
2020-03-22T21:32:10Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,73,Sun,14,65
2020-03-22T22:31:08Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,63,Sun,15,74
2020-03-22T23:31:29Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,45,Sun,16,75
2020-03-23T00:30:59Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,27,Sun,17,66
2020-03-23T01:30:56Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,12,Sun,18,52
2020-03-23T02:30:58Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,4,Sun,19,37
2020-03-23T03:30:59Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,3,Sun,20,26
2020-03-23T04:30:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,2,Sun,21,19
2020-03-23T05:30:41Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,0,0
2020-03-23T08:30:54Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,2,0
2020-03-23T10:30:50Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,3,0
2020-03-23T11:30:43Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,7,Mon,6,3
2020-03-23T14:30:55Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,12,Mon,7,6
2020-03-23T15:30:59Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,13,Mon,8,10
2020-03-23T16:31:32Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,15,Mon,9,15
2020-03-23T17:31:17Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,18,Mon,10,20
2020-03-23T18:31:23Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,21,Mon,11,26
2020-03-23T19:31:34Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,24,Mon,12,31
2020-03-23T20:31:17Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,25,Mon,13,35
2020-03-23T21:31:04Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,23,Mon,14,38
2020-03-23T22:31:09Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,22,Mon,15,39
2020-03-23T23:31:18Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,26,Mon,16,38
2020-03-24T00:30:59Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,24,Mon,17,35
2020-03-24T01:31:04Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,22,Mon,18,30
2020-03-24T02:30:54Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,22,Mon,19,24
2020-03-24T03:31:18Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Mon,20,18
2020-03-24T04:30:48Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,9,Mon,21,12
2020-03-24T05:31:00Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,10,Tue,6,4
2020-03-24T14:31:15Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Tue,7,7
2020-03-24T15:31:25Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Tue,8,11
2020-03-24T16:34:14Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Tue,9,15
2020-03-24T17:31:15Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,15,Tue,10,20
2020-03-24T18:31:28Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,16,Tue,11,25
2020-03-24T19:31:31Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,20,Tue,12,29
2020-03-24T20:31:26Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,23,Tue,13,32
2020-03-24T21:31:39Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,28,Tue,14,34
2020-03-24T22:30:55Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,26,Tue,15,35
2020-03-24T23:31:19Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,23,Tue,16,34
2020-03-25T00:31:32Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,18,Tue,17,31
2020-03-25T01:31:23Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,21,Tue,18,27
2020-03-25T02:31:11Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,21,Tue,19,23
2020-03-25T03:30:47Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,15,Tue,20,18
2020-03-25T04:30:49Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,7,Tue,21,13
2020-03-25T05:30:47Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,10,Wed,6,3
2020-03-25T14:31:07Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,17,Wed,7,6
2020-03-25T15:30:49Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,19,Wed,8,10
2020-03-25T16:30:57Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,20,Wed,9,15
2020-03-25T17:31:11Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,20,Wed,10,20
2020-03-25T18:31:40Z,ChIJ1asLRlSwwoARcbzH4K6wTPc,Dockweiler Beach,21,Wed,11,24
2020-03-22T03:01:38Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sat,20,36
2020-03-22T04:01:34Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sat,21,21
2020-03-22T05:01:46Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,6,0
2020-03-22T14:30:50Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,7,0
2020-03-22T15:30:58Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,7,Sun,8,10
2020-03-22T16:31:17Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,10,Sun,9,24
2020-03-22T17:31:14Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,15,Sun,10,45
2020-03-22T18:31:06Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,17,Sun,11,70
2020-03-22T19:31:09Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,17,Sun,12,90
2020-03-22T20:31:22Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,14,Sun,13,98
2020-03-22T21:32:10Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,7,Sun,14,94
2020-03-22T22:31:08Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,4,Sun,15,82
2020-03-22T23:31:29Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,1,Sun,16,68
2020-03-23T00:30:59Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,17,54
2020-03-23T01:30:56Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,18,41
2020-03-23T02:30:58Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,19,28
2020-03-23T03:30:59Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,20,16
2020-03-23T04:30:52Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,21,8
2020-03-23T05:30:41Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJ53JDjkvGwoAR2NMG6_1OnUg,Grand Central Market,0,Mon,0,0
