datadatetime,id,name,current_popularity,dayofweek,hourofday,exppopularity
2020-03-23T11:30:43Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,6,0
2020-03-23T14:30:55Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,7,0
2020-03-23T15:30:59Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,8,0
2020-03-23T16:31:32Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,11,Mon,9,0
2020-03-23T17:31:17Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,22,Mon,10,34
2020-03-23T18:31:23Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,31,Mon,11,43
2020-03-23T19:31:34Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,26,Mon,12,50
2020-03-23T20:31:17Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,20,Mon,13,53
2020-03-23T21:31:04Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,22,Mon,14,52
2020-03-23T22:31:09Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,32,Mon,15,48
2020-03-23T23:31:18Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,25,Mon,16,44
2020-03-24T00:30:59Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,20,Mon,17,47
2020-03-24T01:31:04Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,27,Mon,18,55
2020-03-24T02:30:54Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,10,Mon,19,48
2020-03-24T03:31:18Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,6,Mon,20,38
2020-03-24T04:30:48Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,5,Mon,21,38
2020-03-24T05:31:00Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,6,0
2020-03-24T14:31:15Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,7,0
2020-03-24T15:31:25Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,14,Tue,8,0
2020-03-24T16:34:14Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,13,Tue,9,0
2020-03-24T17:31:15Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,19,Tue,10,24
2020-03-24T18:31:28Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,45,Tue,11,32
2020-03-24T19:31:31Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,39,Tue,12,42
2020-03-24T20:31:26Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,26,Tue,13,53
2020-03-24T21:31:39Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,40,Tue,14,60
2020-03-24T22:30:55Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,42,Tue,15,58
2020-03-24T23:31:19Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,37,Tue,16,46
2020-03-25T00:31:32Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,26,Tue,17,30
2020-03-25T01:31:23Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,35,Tue,18,20
2020-03-25T02:31:11Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,59,Tue,19,38
2020-03-25T03:30:47Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,58,Tue,20,60
2020-03-25T04:30:49Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,10,Tue,21,26
2020-03-25T05:30:47Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,6,0
2020-03-25T14:31:07Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,7,0
2020-03-25T15:30:49Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,0,Wed,8,0
2020-03-25T16:30:57Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,13,Wed,9,0
2020-03-25T17:31:11Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,12,Wed,10,28
2020-03-25T18:31:40Z,ChIJmduwqMe-woARMBcztG5vm0g,MedMen Los Angeles - West Hollywood,13,Wed,11,33
2020-03-22T06:30:47Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Sat,23,21
2020-03-22T07:30:47Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Sun,0,10
2020-03-22T08:30:59Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Sun,1,3
2020-03-22T09:30:50Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Sun,3,0
2020-03-22T11:30:48Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Sun,4,0
2020-03-22T12:30:50Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Sun,5,0
2020-03-22T13:30:52Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Sun,6,0
2020-03-22T14:30:50Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Sun,7,3
2020-03-22T15:30:58Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Sun,8,8
2020-03-22T16:31:17Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Sun,9,13
2020-03-22T17:31:14Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,6,Sun,10,18
2020-03-22T18:31:06Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Sun,11,21
2020-03-22T19:31:09Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Sun,12,22
2020-03-22T20:31:22Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Sun,13,21
2020-03-22T21:32:10Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,3,Sun,14,21
2020-03-22T22:31:08Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Sun,15,22
2020-03-22T23:31:29Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,6,Sun,16,23
2020-03-23T00:30:59Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Sun,17,23
2020-03-23T01:30:56Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,3,Sun,18,21
2020-03-23T02:30:58Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Sun,19,18
2020-03-23T03:30:59Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Sun,20,14
2020-03-23T04:30:52Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Sun,21,11
2020-03-23T05:30:41Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Sun,22,8
2020-03-23T06:30:43Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Sun,23,5
2020-03-23T07:30:49Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Mon,0,2
2020-03-23T08:30:54Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Mon,2,0
2020-03-23T10:30:50Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Mon,3,0
2020-03-23T11:30:43Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Mon,4,0
2020-03-23T12:31:18Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Mon,5,2
2020-03-23T13:31:12Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,9,Mon,6,13
2020-03-23T14:30:55Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,14,Mon,7,31
2020-03-23T15:30:59Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Mon,8,41
2020-03-23T16:31:32Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Mon,9,36
2020-03-23T17:31:17Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Mon,10,33
2020-03-23T18:31:23Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,6,Mon,11,35
2020-03-23T19:31:34Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Mon,12,34
2020-03-23T20:31:17Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Mon,13,33
2020-03-23T21:31:04Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Mon,14,42
2020-03-23T22:31:09Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,14,Mon,15,56
2020-03-23T23:31:18Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,14,Mon,16,69
2020-03-24T00:30:59Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Mon,17,74
2020-03-24T01:31:04Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,3,Mon,18,70
2020-03-24T02:30:54Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,19,59
2020-03-24T03:31:18Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,20,44
2020-03-24T04:30:48Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,21,28
2020-03-24T05:31:00Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,22,16
2020-03-24T06:30:51Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Mon,23,7
2020-03-24T07:30:48Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Tue,0,2
2020-03-24T08:30:44Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Tue,1,0
2020-03-24T09:30:45Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Tue,2,0
2020-03-24T10:30:51Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Tue,3,0
2020-03-24T11:30:54Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Tue,4,1
2020-03-24T12:31:17Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Tue,5,6
2020-03-24T13:31:14Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,9,Tue,6,18
2020-03-24T14:31:15Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,13,Tue,7,36
2020-03-24T15:31:25Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,12,Tue,8,47
2020-03-24T16:34:14Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,6,Tue,9,42
2020-03-24T17:31:15Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Tue,10,32
2020-03-24T18:31:28Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,6,Tue,11,27
2020-03-24T19:31:31Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,9,Tue,12,32
2020-03-24T20:31:26Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Tue,13,42
2020-03-24T21:31:39Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Tue,14,53
2020-03-24T22:30:55Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,11,Tue,15,62
2020-03-24T23:31:19Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,12,Tue,16,68
2020-03-25T00:31:32Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,8,Tue,17,70
2020-03-25T01:31:23Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Tue,18,67
2020-03-25T02:31:11Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Tue,19,59
2020-03-25T03:30:47Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Tue,20,48
2020-03-25T04:30:49Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Tue,21,36
2020-03-25T05:30:47Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Tue,22,24
2020-03-25T06:30:45Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Tue,23,15
2020-03-25T07:30:52Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Wed,0,8
2020-03-25T08:30:51Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Wed,1,4
2020-03-25T09:30:53Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Wed,2,1
2020-03-25T10:30:53Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,1,Wed,4,0
2020-03-25T12:30:54Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,4,Wed,5,6
2020-03-25T13:31:00Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,10,Wed,6,20
2020-03-25T14:31:07Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,15,Wed,7,35
2020-03-25T15:30:49Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,10,Wed,8,41
2020-03-25T16:30:57Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Wed,9,36
2020-03-25T17:31:11Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,2,Wed,10,31
2020-03-25T18:31:40Z,ChIJo7HdhWKAhYARp5lDOzOnnK0,Montgomery Street,5,Wed,11,30
2020-03-22T06:30:47Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,6,0
2020-03-22T14:30:50Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,9,Sun,7,1
2020-03-22T15:30:58Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,10,Sun,8,4
2020-03-22T16:31:17Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Sun,9,11
2020-03-22T17:31:14Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,22,Sun,10,28
2020-03-22T18:31:06Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,31,Sun,11,54
2020-03-22T19:31:09Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,35,Sun,12,82
2020-03-22T20:31:22Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,30,Sun,13,100
2020-03-22T21:32:10Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,20,Sun,14,99
2020-03-22T22:31:08Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,16,Sun,15,89
2020-03-22T23:31:29Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Sun,16,83
2020-03-23T00:30:59Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,11,Sun,17,81
2020-03-23T01:30:56Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,9,Sun,18,72
2020-03-23T02:30:58Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,6,Sun,19,51
2020-03-23T03:30:59Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,20,0
2020-03-23T04:30:52Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,21,0
2020-03-23T05:30:41Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,0,0
2020-03-23T08:30:54Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,2,0
2020-03-23T10:30:50Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,3,0
2020-03-23T11:30:43Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,6,0
2020-03-23T14:30:55Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,13,Mon,7,6
2020-03-23T15:30:59Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,16,Mon,8,13
2020-03-23T16:31:32Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,23,Mon,9,25
2020-03-23T17:31:17Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,27,Mon,10,45
2020-03-23T18:31:23Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,28,Mon,11,65
2020-03-23T19:31:34Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,25,Mon,12,78
2020-03-23T20:31:17Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,20,Mon,13,77
2020-03-23T21:31:04Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Mon,14,64
2020-03-23T22:31:09Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,16,Mon,15,52
2020-03-23T23:31:18Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Mon,16,51
2020-03-24T00:30:59Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,17,Mon,17,59
2020-03-24T01:31:04Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Mon,18,63
2020-03-24T02:30:54Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,9,Mon,19,55
2020-03-24T03:31:18Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,1,Mon,20,36
2020-03-24T04:30:48Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,21,0
2020-03-24T05:31:00Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,6,0
2020-03-24T14:31:15Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,15,Tue,7,14
2020-03-24T15:31:25Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,12,Tue,8,20
2020-03-24T16:34:14Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,17,Tue,9,26
2020-03-24T17:31:15Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,23,Tue,10,36
2020-03-24T18:31:28Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,29,Tue,11,58
2020-03-24T19:31:31Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,29,Tue,12,80
2020-03-24T20:31:26Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,19,Tue,13,75
2020-03-24T21:31:39Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,10,Tue,14,54
2020-03-24T22:30:55Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,13,Tue,15,46
2020-03-24T23:31:19Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,20,Tue,16,52
2020-03-25T00:31:32Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,20,Tue,17,58
2020-03-25T01:31:23Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,14,Tue,18,57
2020-03-25T02:31:11Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,10,Tue,19,47
2020-03-25T03:30:47Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,4,Tue,20,32
2020-03-25T04:30:49Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,21,0
2020-03-25T05:30:47Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,0,Wed,6,0
2020-03-25T14:31:07Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,10,Wed,7,7
2020-03-25T15:30:49Z,ChIJOU4Og1t-hYARhMYvt8DAp2g,Public Market Emeryville,14,Wed,8,12
